commit,score
fix: copy hide file mode ,1
Fix malformed read/write in BufferedReader read_strings and read affected,1
Fix Code Injection vulnerability in CarrierWave::RMagick Refs. GHSA-cf3w-g86h-35x4,1
Limit str to 100 to avoid ReDoS of 0.3s (#89) ,1
refactor: impl part of grpcweb,0
Hide unchangeable core module (#15395)Core is an internal module do not show a toggle for it as it cannot be disabled.,0
test: added missing tests for Filesystem class,0
"datapath: Fix ICMP ID placement in CT entries The [1] changed the ICMP ECHO/ECHO_REPLY ID placement in CT entries inorder to fix the problem when an egress NAT entry for ECHO_REPLY cannotbe found by a corresponding CT entry which lead to leaking NAT entries,as the CT GC could not find the NAT entries by the given CT entry.The changed placement introduced an interesting problem described below.What happens when a pod (10.154.0.89) sends ICMP EchoRequest to 8.8.8.8?A CT entry with the following key is created:dst         src          dport sport    TUPLE_F_OUT|           |            |     |        |0a 9a 00 59 08 08 08 08  00 00 08 00 01 00 <-- dst=pod because of					       the reverse before the                                               second __ct_lookup.(""ICMP OUT 10.154.0.89:2048 -> 8.8.8.8:0 [...]"" in the""cilium bpf ct list global"" output).What happens when 8.8.8.8 sends ICMP EchoRequest to the pod? The lookupis performed for the reverse flow first with the following key:dst         src          dport sport    TUPLE_F_OUT <-- dir is TUPLE_F_OUT|           |            |     |        |               because we do the0a 9a 00 59 08 08 08 08  00 00 08 00 01 00              lookup in reverse							order first.The key matches the first __ct_lookup(), hence the return is CT_REPLY.Previously, before the changed ID placement, the CT key for 8.8.8.8 ->the pod lookup was:0a 9a 00 59 08 08 08 08  08 00 00 00 01 00This resulted in CT_NEW instead of CT_REPLY.[1]: #12729Signed-off-by: Martynas Pumputis <m@lambda.lt>",1
Simplify the docs referencing the container registry (#23874)Closes #23873,0
chore(release): 6.0.0-alpha.28 [skip ci]# [6.0.0-alpha.28](https://github.com/parse-community/parse-server/compare/6.0.0-alpha.27...6.0.0-alpha.28) (2023-01-25)### Bug Fixes* Rate limiter may reject requests that contain a session token ([#8399](https://github.com/parse-community/parse-server/issues/8399)) ([c114dc8](https://github.com/parse-community/parse-server/commit/c114dc8831055d74187b9dfb4c9eeb558520237c)),0
NEXT-30468 - Support active flag and maintenace mode in store api routes.,0
Do not allow more than 2^31 rows in a sparse core stacked embedding.PiperOrigin-RevId: 576186428,1
Update TFRT dependency to use revisionhttp://github.com/tensorflow/runtime/commit/000812ffe0d58b9dd756e316f02d563d9f0f9615.PiperOrigin-RevId: 576355819,0
MDL-79581 core_communication: Linting fixes,0
Merge pull request #6587 from rhuanjl/remove-gnRemove GN support,0
Merge remote-tracking branch 'origin/develop',0
Translated using Weblate (Ukrainian)Currently translated at 100.0% (20 of 20 strings)Translation: XWiki Platform/xwiki-platform-image-lightbox-uiTranslate-URL: https://l10n.xwiki.org/projects/xwiki-platform/xwiki-platform-image-lightbox-ui/uk/,0
"Updating Datacom logo (#15427)* Updating Datacom logoUpdating Datacom images (Teracom Telematica  Ltda) according to the current logo:https://www.datacom.com.br/* Optimize datacom.svg* Optimize ""D""---------Co-authored-by: Tony Murray <murraytony@gmail.com>",0
[SECURITY-2982] fix session fixation vulnerability https://issues.jenkins.io/browse/SECURITY-2982,1
fix: protected fields exposed via LiveQuery (GHSA-crrq-vr9j-fxxh) [skip release] (#8076),1
ES6 Refactor + fix vulnerability ,1
Replace `eval()` with `ast.literal_eval()` for security (#12212) Co-authored-by: Carlos Mocholi <carlossmocholi@gmail.com>,1
ci: Remove release-automated-scheduler (#8450),0
Apply php-cs-fixer changes,0
Merge branch 'next-30947/guest-account-login' into 'trunk'NEXT-30974 - guest account login fixSee merge request shopware/6/product/platform!11607,1
fixed exec and logs command throwing an error with docker.getContainers ,1
Merge pull request #400 from radarhere/zlibUpdated zlib to 1.3,0
feat: Export `AuthAdapter` to make it available for extension with custom authentication adapters (#8443),0
Merge pull request from GHSA-mfjm-vh54-3f96 * Ignore cookies with a public suffix as domain unless it matches the request domain* Fix the merge of 1.8.2 release notes* Re-apply removal of tldextract restriction,1
Merge branch 'patrik-view-file-statistics' into 'master'Add file statistics view #103See merge request ikus-soft/rdiffweb!341,0
feat(user): query normal users by default,0
Merge branch 'dev' of https://github.com/microweber/microweber into dev,0
"clustermesh: correctly mount the etcd data dir in the init container This commit fixes an incorrect volume mount specification for the initcontainer of the clustermesh-apiserver deployment created through'cilium clustermesh enable', that caused the operations performed in theinit container itself to be disregarded.Signed-off-by: Marco Iorio <marco.iorio@isovalent.com>",1
Skip tests that require FreeType if FreeType is not available,0
NEXT-29011 - make settings module vue3 compatible part 2,0
"fix(security): mitigate the ""Open Redirect Vulnerability"" ",1
NEXT-30920 - Improve focus on input for multi select tag component,0
Integrate LLVM at llvm/llvm-project@b42738805acfUpdates LLVM usage to match[b42738805acf](https://github.com/llvm/llvm-project/commit/b42738805acf)PiperOrigin-RevId: 574668765,0
[Admin] Security - Add handler to enable Content Security Policy (#11… )* [Admin] Security - Add handler to enable Content Security Policy* [Admin] Security - Add handler to enable Content Security Policy* [Admin] Security - Add handler to enable Content Security Policy - fix document preview* [Admin] Security - Add handler to enable Content Security Policy - add docs* [Admin] Security - Add handler to enable Content Security Policy - review changes* [Admin] Security - Add handler to enable Content Security Policy - review changes* [Admin] Security - Add handler to enable Content Security Policy - review changes* [Admin] Security - Add handler to enable Content Security Policy - review changes* added missing config node + micro optimizationsCo-authored-by: Bernhard Rusch <bernhard.rusch@elements.at>,1
More comforting generic os message (#15089),0
"[TASK] Stateless TsConfigTreeBuilderWe can reduce class state by explicitely handingover runtime state to consuming methods in favorof parking them on $this.Resolves: #101804Releases: main, 12.4Change-Id: Ic33d619a189625fa9407a3ee36cddf76d0f14d32Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80763Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Stefan B�rk <stefan@buerk.tech>Tested-by: core-ci <typo3@b13.com>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Stefan B�rk <stefan@buerk.tech>",0
[chore]: remove duplicated baseline neon line from merging,0
"Bump eslint-plugin-prettier from 5.0.0 to 5.0.1 in /js (#23924)Bumps [eslint-plugin-prettier](https://github.com/prettier/eslint-plugin-prettier) from 5.0.0 to 5.0.1.- [Release notes](https://github.com/prettier/eslint-plugin-prettier/releases)- [Changelog](https://github.com/prettier/eslint-plugin-prettier/blob/master/CHANGELOG.md)- [Commits](https://github.com/prettier/eslint-plugin-prettier/compare/v5.0.0...v5.0.1)---updated-dependencies:- dependency-name: eslint-plugin-prettier  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
"Fix injection vulnerability in fdb search page (#15315)unescaped search outputreported by: https://huntr.dev/users/hainguyen0207",1
rm whitespace,0
Add fail2ban documentation,0
[SECURITY-967] ,1
Add createTimestamp to REST service (#23293)Closes #14009,0
changed password hash method from md5 to bcrypt. ,1
Use 'Secure' Attribute with Sensitive Cookie in HTTPS Session #209,1
[Recyclebin] Quote condition filter ,1
Add Clickjacking Defense,1
XWIKI-21311: Introduce a required rights analyzer* Set instruction coverage ratio to 0.00 inxwiki-platform-security-requiredrights-api.,1
"Implement Asset Sanitizer Queue & Preview Check (#16053)* Improve: add sanitizing pdf* Improve: add sanitizing pdf* Review changes - use scan instead of sanitizing* Review changes - generate a version after scanning* Review changes* Update doc/23_Installation_and_Upgrade/09_Upgrade_Notes/README.md* Apply suggestions from code reviewCo-authored-by: Jacob Dreesen <jacob@hdreesen.de>* Update models/Asset/Document.phpCo-authored-by: Jacob Dreesen <jacob@hdreesen.de>* Review changes* Update doc/23_Installation_and_Upgrade/09_Upgrade_Notes/README.mdCo-authored-by: aryaantony92 <97134765+aryaantony92@users.noreply.github.com>---------Co-authored-by: Divesh Pahuja <divesh.pahuja@pimcore.com>Co-authored-by: Jacob Dreesen <jacob@hdreesen.de>Co-authored-by: aryaantony92 <97134765+aryaantony92@users.noreply.github.com>",1
Merge pull request from GHSA-wfm4-pq59-wg6r * Remove response body on reset-password* Fix timing attack vulnerability for usernames* Fix tests* Add phpdocn* create fake user from repository* Add requested changes* Remove resend endpoint* Fix multipleEmails bug* Add admin context to listener,1
chore: Update package.json,0
Merge branch 'dev' of github.com:microweber/microweber into dev,0
Update CHANGES.rst [ci skip],0
[release] Removed revapi ignores from the previous version,0
fix(parse): handle excessive slashes in scheme-relative URLs reported by @zeyu2001 via huntr.dev,1
"Bump @playwright/test from 1.38.1 to 1.39.0 in /js (#23925)Bumps [@playwright/test](https://github.com/microsoft/playwright) from 1.38.1 to 1.39.0.- [Release notes](https://github.com/microsoft/playwright/releases)- [Commits](https://github.com/microsoft/playwright/compare/v1.38.1...v1.39.0)---updated-dependencies:- dependency-name: ""@playwright/test""  dependency-type: direct:development  update-type: version-update:semver-minor...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
Fix LOG011 avoid pre-formatting log messages,0
Merge pull request #545 from answerdev/feat/1.2.0/uichore: ci update,0
Merge branch 'patrik-password-hash' into 'master'Use argon2id to store password hash #231See merge request ikus-soft/rdiffweb!263,1
Fixed XSS vulnerability ,1
Update jenkins/ath Docker tag to v5689 (#8358)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
"Deprecate Files.createTempDir(), noting that better alternatives exis… …t for Android as well as for users running Java 7 or later.RELNOTES=`io`: Deprecated `Files.createTempDir()`.-------------Created by MOE: https://github.com/google/moeMOE_MIGRATED_REVID=328552787",1
MDL-79344 tool_mfa: Use core/log for factor_webauthn,0
refactor: upgrade @graphql-tools/utils from 8.10.0 to 8.10.1 (#8177),0
Display actual number of shards in `device_put` error message if it's not == 1PiperOrigin-RevId: 575268963,0
Merge pull request from GHSA-5vpv-xmcj-9q85 Co-authored-by: Fabrizio Balliano <fabrizio.balliano@gmail.com>,1
"[BUGFIX] Avoid notice in ContentObjectRenderer::listNumResolves: #101925Releases: main, 12.4, 11.5Change-Id: Icec9f634ca1e1a9c7ad6b3a55afaf197cfa44accReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81027Tested-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Sybille Peters <sypets@gmx.de>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Benjamin Franzke <ben@bnf.dev>Tested-by: Oliver Klee <typo3-coding@oliverklee.de>Reviewed-by: Oliver Klee <typo3-coding@oliverklee.de>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>",1
Use relative path in backups for cleaner directory structureSigned-off-by: snipe <snipe@snipe.net>,0
/sys/user/putRecycleBin is affected by sql injection #4126 /sys/user/deleteRecycleBin is affected by sql injection #4125,1
remove pingcheck debug statements (#15173),0
Add Intellij project iconSigned-off-by: Michal Hajas <mhajas@redhat.com>,0
Fix order of html attributes,0
update,0
"[TASK] Fix npm copy of contrib packages@lezer/common – in contrast to other @lezer modules,is placed in dist/index.js instead of dist/index.es.js.Therefore we add a distinct copy rule.The sortablejs npm package recently changed to provide both,a UMD bundle and a native ESM module.As we actually failed to update the UMD bundle (due to arename of the build output filename in sortablejs),we switch to the new ESM variant right away.muuri failed to update because dashboardToEs6was missing in the npmcopy concurrent target.Resolves: #101784Resolves: #101785Resolves: #101787Related: #101783Releases: main, 12.4Change-Id: I2ccf69847876edb55f089a4a5142ac388699fb54Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80741Tested-by: core-ci <typo3@b13.com>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Andreas Fernandez <a.fernandez@scripting-base.de>Reviewed-by: Andreas Fernandez <a.fernandez@scripting-base.de>",0
MDL-79157 output: fix menu subpanels keyboard navigation,0
fix: remove IE8 url parsing workaround (#7334) ,1
Fix ReDoS vulnerability ,1
10.2.0.dev0 version bump,0
NEXT-30171 - Deprecate unused code for v6.6.0,0
"Revert ""Added empty string check (#15235)"" (#15249)This reverts commit cbe2ba55cefe58b5372452bca32b8ecfc9b3fe7e.",0
Improve test coverage for Admin hostname properties (#23535)Closes #23534,0
chore(deps-dev): bump phpunit/phpunit from 10.3.1 to 10.3.2Bumps [phpunit/phpunit](https://github.com/sebastianbergmann/phpunit) from 10.3.1 to 10.3.2.- [Changelog](https://github.com/sebastianbergmann/phpunit/blob/10.3.2/ChangeLog-10.3.md)- [Commits](https://github.com/sebastianbergmann/phpunit/compare/10.3.1...10.3.2)---updated-dependencies:- dependency-name: phpunit/phpunit  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
"[TASK] Upgrade `doctrine/dbal:^3.7.1`Recent release for doctrine/dbal containes aphp docblock change which helps phpstan toproper determine types.This change upgrades the doctrine/dbal packageand removes a now superflous entry from thephpstan baseline.Used command(s):> composer req --no-update \    -d typo3/sysext/core \    ""doctrine/dbal"":""^3.7.1"" \  && composer req --no-update \    -d typo3/sysext/redirects \    ""doctrine/dbal"":""^3.7.1"" \  && composer req --no-update \    -d typo3/sysext/install \    ""doctrine/dbal"":""^3.7.1"" \  && composer req \    ""doctrine/dbal"":""^3.7.1""> Build/Scripts/runTests.sh -s phpstanGenerateBaselineResolves: #102133Releases: main, 12.4Change-Id: Iaeba882e0584442c6caac71d3dd1e33ac0a56ef1Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81394Tested-by: Stefan Bürk <stefan@buerk.tech>Tested-by: Anja Leichsenring <aleichsenring@ab-softlab.de>Reviewed-by: Anja Leichsenring <aleichsenring@ab-softlab.de>Tested-by: Benjamin Franzke <ben@bnf.dev>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Stefan Bürk <stefan@buerk.tech>Reviewed-by: Benjamin Franzke <ben@bnf.dev>",0
Added consume all to streams. ,1
Require 3D Secure and process its response correctly ,1
MDL-79633 mod_data: correct timemodified tag replacement attribute.,1
MDL-77651 core: Hide left/right arrow characters for link_arrow_xx()* The arrow characters in link_arrow_right() and link_arrow_left()functions get announced by screen readers. This causes confusionand is unnecessary.,1
update,0
Improve the message notification mechanism,0
Migrate to bootstrap v4.6 #204,0
Close session in some windows,1
update ,1
Merge pull request #1 from radarhere/webp_decoder.get_next() may return None,0
chore(release): 6.0.0-alpha.35 [skip ci]# [6.0.0-alpha.35](https://github.com/parse-community/parse-server/compare/6.0.0-alpha.34...6.0.0-alpha.35) (2023-02-27)### Features* Add option `schemaCacheTtl` for schema cache pulling as alternative to `enableSchemaHooks` ([#8436](https://github.com/parse-community/parse-server/issues/8436)) ([b3b76de](https://github.com/parse-community/parse-server/commit/b3b76de71b1d4265689d052e7837c38ec1fa4323)),0
Throw exception on unsupported S2K type. ,1
feat: added private API to decouple version check (#2667),0
Enforce minimum and maximum password length #211 ,1
[Admin] Logout action should use POST method ,1
"fix: The client IP address may be determined incorrectly in some case… …s; it is now required to set the Parse Server option `trustProxy` accordingly if Parse Server runs behind a proxy server, see the express framework's [trust proxy](https://expressjs.com/en/guide/behind-proxies.html) setting; this fixes a security vulnerability in which the Parse Server option `masterKeyIps` may be circumvented, see [GHSA-vm5r-c87r-pf6x](GHSA-vm5r-c87r-pf6x) (#8369)",1
Fix: tagid-type-error,1
"app: bird2 set timeformat protocols (#15292)By default ""iso show ms"" is used. Which is not compatiblewith the timeformat parsing used. Add a note to the docspecifying it is important to set the timeformat usedin the timeformat protocol output.",0
Move version from setup.py to pyproject.toml,0
v2.9.5,0
"Webserver: Sanitize string passed to origin param (#14738) Follow-up of #12459 & #10334Since https://github.com/python/cpython/pull/24297/files (bpo-42967)also removed ';' as query argument separator, we remove query argumentswith semicolons.",1
feat: add content cache for memo editor,0
Merge pull request #546 from answerdev/feat/1.2.0/uichore: ci fix,0
":hammer: Fix segmentation fault of syscall If teler is run via the docker image, the syscall function cannot allocate and return a nil pointer to address.",1
Update dependency sass to v1.69.4 (#8627)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
chore(release): 6.3.0-alpha.3 [skip ci]# [6.3.0-alpha.3](https://github.com/parse-community/parse-server/compare/6.3.0-alpha.2...6.3.0-alpha.3) (2023-06-23)### Features* Add TOTP authentication adapter ([#8457](https://github.com/parse-community/parse-server/issues/8457)) ([cc079a4](https://github.com/parse-community/parse-server/commit/cc079a40f6849a0e9bc6fdc811e8649ecb67b589)),0
Fix FPE issue with `tf.raw_ops.Reverse`. PiperOrigin-RevId: 371176973Change-Id: Ic6d483bfc95313ec2299c2d1c956cfe96c96626c,1
Fixes missing shell escape for git commit message ,1
"fixing the mac/vendor database download from wireshark, updated file … (#15175)* fixing the mac/vendor database download from wireshark, updated file location and format* fixing the formatting issues",0
"add Wrong Type work around to snmp_get function (#15509)* add Wrong Type work around to snmp_get function* style-ci",1
NEXT-24667 - Add twig improvements ,1
Update dependency org.apache.maven:maven-core to v3.9.5 (#8566)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
Changelog for Bundler version 2.2.33 ,1
Fix: unblounded regex backtracking in timeunit parsing ,1
Fix settings access (#11915) normal users could access,1
Merge pull request #1 from d3m0n-r00t/master Fixed prototype pollution,1
"[TASK] Properly disable task setting fieldsIn its current implementation, the scheduler module renders allsettings fields (aka ""additional fields"") at one and toggles theirvisibility depending of the selected scheduler task that is about toget created.When submitting the form, the field are now properly disabled toprevent their submission, instead of moving the fields out of the formin a `submit` event handler.Resolves: #101806Releases: mainChange-Id: I8428aa6d60b365348310d35de6303e4f9d4c77a0Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80769Tested-by: Benjamin Franzke <ben@bnf.dev>Tested-by: Andreas Fernandez <a.fernandez@scripting-base.de>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Andreas Fernandez <a.fernandez@scripting-base.de>Tested-by: core-ci <typo3@b13.com>",0
fix(notification): missing unsubscribe code,1
"DATAJPA-965 - Fix potential blind SQL injection in Sort when used in … …combination with @query.We now decline sort expressions that contain functions such as ORDER BY LENGTH(name) when used with repository having a String query defined via the @query annotation.Think of a query method as follows:@query(""select p from Person p where LOWER(p.lastname) = LOWER(:lastname)"")List<Person> findByLastname(@param(""lastname"") String lastname, Sort sort);Calls to findByLastname(""lannister"", new Sort(""LENGTH(firstname)"")) from now on throw an Exception indicating function calls are not allowed within the _ORDER BY_ clause. However you still can use JpaSort.unsafe(""LENGTH(firstname)"") to restore the behavior.Kudos to Niklas Särökaari, Joona Immonen, Arto Santala, Antti Virtanen, Michael Holopainen and Antti Ahola who brought this to our attention.",1
"Ensure key contents is used for all hashing algorithms On v3.4.0 we introduced the`Lcobucci\JWT\Signer\Key\LocalFileReference`, which was designed to beused with OpenSSL-based algorithms and avoid having to load the filecontents into user-land to sign/verify tokens.However, other algorithms don't understand the scheme `file://` and willincorrectly use the file path as the signing key.This modifies and deprecates `LocalFileReference` to avoid thatmisleading behaviour.Co-authored-by: Anton Smirnov <sandfox@sandfox.me>Co-authored-by: Marco Pivetta <ocramius@gmail.com>",1
"Netscaler, don't use 0 divisor (#15204)",1
Always update messages,0
feat: added API for classic update script (#2492),0
Fix tf.raw_ops.QuantizeAndDequantizeV4Grad vulnerability with invalid… … input_min or input_max.Check that argument is actually a scalar before treating it as such.PiperOrigin-RevId: 445198280,1
Fix: copyentry tags,1
Merge pull request #7315 from radarhere/xzUpdated xz to 5.4.4,0
Update CHANGES.rst [ci skip],0
update go mod,0
MDL-77204 mod_wiki: Clean filename in Moodle1 backup ,1
fix: eliminate ReDoS This change fixes a regular expression denial of servicevulnerability.Refs: #32Refs: https://app.snyk.io/vuln/SNYK-JS-GLOBPARENT-1016905,1
Adds new American flag module ,1
fix: LiveQuery server is not shut down properly when `handleShutdown` is called (#8491),1
small patch ,1
Check for report object,1
chore(deps-dev): bump rector/rector from 0.18.2 to 0.18.3Bumps [rector/rector](https://github.com/rectorphp/rector) from 0.18.2 to 0.18.3.- [Release notes](https://github.com/rectorphp/rector/releases)- [Commits](https://github.com/rectorphp/rector/compare/0.18.2...0.18.3)---updated-dependencies:- dependency-name: rector/rector  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
ci: Fix auto-release outdated ubuntu version (#8524),0
Added release notes,0
Update french translation,0
chore(deps-dev): bump rector/rector from 0.17.6 to 0.17.7 (#2561),0
Update dependency eslint-config-prettier to v8.10.0 (#8338)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
multiple values are valid (#24050)fixes: #24032,1
Add missing validation in `QuantizedBatchNormWithGlobalNormalization` PiperOrigin-RevId: 370123451Change-Id: Id234d6dab1ec21230bb8e503dba30f899af87f33,1
update gitignore,0
Merge branch 'MDL-79551-master-rc' of https://github.com/junpataleta/moodle,0
[CVE-2019-0922] Type confusion in Edge - Individual ,1
NEXT-29011 - revert gitignore change,0
refactor: Upgrade rate-limit-redis from 3.0.1 to 3.0.2 (#8596),0
Prevent yet another division by zero PiperOrigin-RevId: 369343977Change-Id: I1a60da4cf512e60fd91e069c16e026544632fe7f,1
util.setByPath() - prevent prototype pollution (#1514) ,1
chore(deps-dev): bump rector/rector from 0.18.1 to 0.18.2Bumps [rector/rector](https://github.com/rectorphp/rector) from 0.18.1 to 0.18.2.- [Release notes](https://github.com/rectorphp/rector/releases)- [Commits](https://github.com/rectorphp/rector/compare/0.18.1...0.18.2)---updated-dependencies:- dependency-name: rector/rector  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
Re-instate for/else to avoid a raise after an error and a subsequent success,0
Merge branch 'security-master',0
Merge pull request from GHSA-r8qr-wwg3-2r85 * Block internal exception messages in API* Fix isort* Add more exceptions to allowed ones* Adjust test,1
merge build.sh to run.sh,0
version 0.10.1 Fixed directory traversal vulnerability ,1
xss robustness ,1
Bump org.jenkins-ci.plugins:credentials from 1293.vff276f713473 to 1304.v5ec13eecef46 (#8650),0
Sort for canned messages,0
Merge branch 'feat/1.1.1/ai' into test,0
perf(h1): improve parsing and encoding of http1 messages ,1
add s3 adk,0
"XWIKI-21383: Prepare the cached XDOM in ui extensions, panels and wiki macros",0
[tfg] Fix null type attribute Type attributes can be null and the input should be `dyn_cast_or_null`.PiperOrigin-RevId: 449889247,1
Handle case where value is deleted in historySigned-off-by: snipe <snipe@snipe.net>,0
chore: remote context.Context pointer (#2448)remote context.Context pointer,0
Merge branch 'feat/1.1.1/state' into test,0
Remove lots of event handlers ,1
Merge pull request #51497 from yongtang:46914-image.resize PiperOrigin-RevId: 391409572Change-Id: I027c4901c9717ae7ee8266e5f57baba950b3e1e3,1
docs: Consolidate LICENSE and PATENTS clauses into Apache 2.0 (#8408),0
"Use public endpoint for [keystone_authtoken] www_authenticate_uri According to the parameter description, www_authenticate_uri should becomplete public Identity endpoint, which is accessible by all endusers.This change replaces internal endpoint by public endpoint to meet thatrequirement.Closes-Bug: #1955397Change-Id: I30165c8ee5aa4b777b73ad89ac709e2c8a375382",1
Broker claim mapper not recognizing claims from user info endpointCloses #12137,1
"Support proposal array find from last (#6653)Implement Array.prototype.findLast and Array.prototype.findLastIndexhttps://github.com/tc39/proposal-array-find-from-lastAs this is a stage 2 proposal it is disabled behind a default-off flag: ESArrayFindFromLast",0
[lite] Add some safety checks to avoid out of bound access for sparsi… …ty formatPiperOrigin-RevId: 416910386Change-Id: Ic0b4dc048dc4b5a6309c572b8c4c9f776e4db60a,1
Merge pull request from GHSA-673j-qm5f-xpv8 Removes loggerFile and loggerLevel properties and defers to java.util.logging toconfigure all logging in the driver. Users that previously specifyied customlogging via those connection properties should change their applications toinstead configure via a java.util.logging properties file or system properties.The properties and enum values are now deprecated and may be removed in a futuredriver version.Co-authored-by: Dave Cramer <davecramer@gmail.com>,1
[JENKINS-71698] Only disable plugin manager button if none are selected (#8293),1
chore(deps-dev): bump phpstan/phpstan from 1.10.24 to 1.10.25Bumps [phpstan/phpstan](https://github.com/phpstan/phpstan) from 1.10.24 to 1.10.25.- [Release notes](https://github.com/phpstan/phpstan/releases)- [Changelog](https://github.com/phpstan/phpstan/blob/1.11.x/CHANGELOG.md)- [Commits](https://github.com/phpstan/phpstan/compare/1.10.24...1.10.25)---updated-dependencies:- dependency-name: phpstan/phpstan  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
Merge pull request from GHSA-c38g-469g-cmgx fix(*): Validate metadata semver and printable characters,1
bug ,1
rm duplicate fillable,0
Fix git fetch - addresses a potential security concern regarding git … …fetch (#103)* fixes a potential security issue where fetch --upload-pack can allow for command injection* Change files,1
feat: 403 page not need login,1
Apply php-cs-fixer changes,0
Only log server error,0
[fix] Strip all control characters from the beginning of the URL ,1
"Bump @types/chai from 4.3.6 to 4.3.7 in /js (#23847)Bumps [@types/chai](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/chai) from 4.3.6 to 4.3.7.- [Release notes](https://github.com/DefinitelyTyped/DefinitelyTyped/releases)- [Commits](https://github.com/DefinitelyTyped/DefinitelyTyped/commits/HEAD/types/chai)---updated-dependencies:- dependency-name: ""@types/chai""  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
NEXT-30588 - Fix deleteReactive jest tests,0
update,0
Create the language string to show in the importer GUI indicating the file is empty,0
Update AssetModelPresenter.phpdisplay name 'EOL rate' instead of 'EOL',0
Add catch-all email for notification #258,0
Implement SPLASH_USER and SPLASH_PASS ,1
fix: access control (#870) ,1
Merge branch 'dev' of https://github.com/microweber/microweber into dev,0
NEXT-25584 - Added new reason for BC phpstan rule skip,0
[JENKINS-71833] Fix link to job in slow trigger admin monitor (#8387)Co-authored-by: Daniel Beck <daniel-beck@users.noreply.github.com>,1
feat: update Dutch translation (#2107),0
"MDL-79442 mod_lti: launch container should inherit from tool configSpecifically in the case where multiple content items are returned, andwhen we hit the content_item_to_form() method, ensure that content-item-specific values do not influence the final value of launchcontainer,which must use the value set in tool configuration.",0
"[11.1-RC1] Fix install error with maintenance mode helper when no db connection (#16115)* [11.1.0-RC1] Fix install error with maintenance mode helper when no db connection - resolves #16113* Test: Without postUpdate* Revert ""Test: Without postUpdate""This reverts commit 42cc713592b201f241c6e27a148103ad8696c0fc.* Test: With db in stan* Test: With db in stan* Revert ""Test: With db in stan""This reverts commit a278457509225f064488980f54962e947fa80cae.* Revert ""Test: With db in stan""This reverts commit fc4110d8a68cdb3df7438dff16963e7e38ea990b.* Fix: add doctrine server_version---------Co-authored-by: robertSt7 <robert.steinkellner@pimcore.com>",1
Update SECURITY.md,0
fix: fix the SQL injection vulnerability in field filter (#442) Signed-off-by: Yixiang Zhao <seriouszyx@foxmail.com>,1
Fix stored XSS security issue: decode HTML entities from URL ,1
Sanitize filenames with `loadAsync` to prevent zip slip attacks ,1
Use constant-time comparison for passwords. Backport of c91b4c2 and dfecbd0.,1
Update IPAdress match to actually do a match (#48) net.Interfaces() and net.InterfaceAddrs() actually returns the IP address and Mask (192.168.2.4/24).  This means that any IP address that was in the same IP subnet of the authorized IP address would match with the previous logic,1
XWIKI-21318: Add support for displaying metadata from the exported pages in the PDF header or footer,0
[Tensorflow] Fix security vulnerability with TensorListSplitOp PiperOrigin-RevId: 506441188,1
Sign the contribution agreement,0
Updated commentSigned-off-by: snipe <snipe@snipe.net>,0
